"Supplied Name","guid","scientificName","family","kingdom","vernacular","sourceStatus","status"
"Pterostylis sp. aff. aciculiformis (Stawell)","https://id.biodiversity.org.au/name/apni/194752","Pterostylis sp. aff. aciculiformis (Stawell)","Orchidaceae",,"Stawell Ruddyhood","Poorly Known","Least Concern/Unknown"
"Nymphoides spinulosperma","https://id.biodiversity.org.au/node/apni/2920166","Nymphoides spinulosperma","Menyanthaceae",,"Marshwort","Listed under FFG Act",""
"Atriplex acutibractea","https://id.biodiversity.org.au/node/apni/2909643","Atriplex acutibractea","Chenopodiaceae",,"Toothed Saltbush","Rare","Near Threatened"
"Prostanthera spinosa","https://id.biodiversity.org.au/node/apni/8452990","Prostanthera spinosa","Lamiaceae",,"Spiny Mint-bush","Rare","Near Threatened"
"Corybas aff. diemenicus (Portland)","https://id.biodiversity.org.au/node/apni/2897379","Corybas dentatus","Orchidaceae",,"Portland Helmet-orchid","Poorly Known","Least Concern/Unknown"
"Tecticornia syncarpa","https://id.biodiversity.org.au/node/apni/2921207","Tecticornia syncarpa","Chenopodiaceae",,"Fused Glasswort","Vulnerable","Endangered"
"Hydrocotyle tripartita","https://id.biodiversity.org.au/taxon/apni/51310363","Hydrocotyle tripartita","Araliaceae",,"Pennywort","Poorly Known","Least Concern/Unknown"
"Gynatrix pulchella","https://id.biodiversity.org.au/node/apni/2888949","Gynatrix pulchella","Malvaceae",,"Hemp Bush","Rare","Near Threatened"
"Pomaderris andromedifolia subsp. andromedifolia","https://id.biodiversity.org.au/node/apni/2887822","Pomaderris andromedifolia subsp. andromedifolia","Rhamnaceae",,"Andromeda Pomaderris","Rare","Near Threatened"
"Dillwynia sieberi","https://id.biodiversity.org.au/node/apni/2902322","Dillwynia sieberi","Fabaceae",,"Sieber's Parrot-pea","Rare","Near Threatened"
"Podolepis muelleri","https://id.biodiversity.org.au/node/apni/2909322","Podolepis muelleri","Asteraceae",,"Podolepis","Endangered","Endangered"
"Eucalyptus alligatrix subsp. alligatrix","https://id.biodiversity.org.au/node/apni/2916150","Eucalyptus alligatrix subsp. alligatrix","Myrtaceae",,"Silver Stringybark","Rare","Near Threatened"
"Eucalyptus strzeleckii","https://id.biodiversity.org.au/node/apni/2887828","Eucalyptus strzeleckii","Myrtaceae",,"Wax-tip","Listed under FFG Act",""
"Westriplectes pedderensis","urn:lsid:biodiversity.org.au:afd.taxon:c7a80352-1251-49f4-ac71-168ea7c6e7b9","Westriplectes pedderensis","Leptoceridae",,"Caddisfly","Vulnerable","Endangered"
"Acacia phasmoides","https://id.biodiversity.org.au/node/apni/2904946","Acacia phasmoides","Fabaceae",,"Phantom Wattle","Listed under FFG Act",""
"Acromastigum exiguum","https://id.biodiversity.org.au/node/ausmoss/2920699","Acromastigum exiguum","Lepidoziaceae",,"Whipwort","Poorly Known","Least Concern/Unknown"
"Daltonia splachnoides","https://id.biodiversity.org.au/node/ausmoss/10069634","Daltonia splachnoides","Daltoniaceae",,"Dalton Mitre-moss","Poorly Known","Least Concern/Unknown"
"Coprosma pumila","https://id.biodiversity.org.au/node/apni/2906689","Coprosma pumila","Rubiaceae",,"Creeping Coprosma","Endangered","Endangered"
"Corunastylis nudiscapa","https://id.biodiversity.org.au/name/apni/170787","Corunastylis nudiscapa","Orchidaceae",,"Brownish Midge-orchid","Listed under FFG Act",""
"Prasophyllum sp. aff. fitzgeraldii C","https://id.biodiversity.org.au/name/apni/194431","Prasophyllum sp. aff. fitzgeraldii C","Orchidaceae",,"Brown-lip Leek-orchid","Endangered","Endangered"
"Acacia infecunda","https://id.biodiversity.org.au/node/apni/2912744","Acacia infecunda","Fabaceae",,"Famine Wattle","Vulnerable","Endangered"
"Huperzia varia","https://id.biodiversity.org.au/node/apni/2917281","Phlegmariurus varius","Lycopodiaceae",,"Long Clubmoss","Vulnerable","Endangered"
"Daviesia wyattiana","https://id.biodiversity.org.au/node/apni/7226847","Daviesia wyattiana","Fabaceae",,"Long-leaf Bitter-pea","Vulnerable","Endangered"
"Austrostipa tuckeri","https://id.biodiversity.org.au/node/apni/2898605","Austrostipa tuckeri","Poaceae",,"Tucker's Spear-grass","Presumed Extinct","Extinct"
"Kurzia aff. uleana","ALA_Kurzia_aff_uleana","Kurzia aff. uleana",,,"Fingerwort","Poorly Known","Least Concern/Unknown"
"Pterostylis tenuissima","https://id.biodiversity.org.au/node/apni/2918294","Pterostylis tenuissima","Orchidaceae",,"Swamp Greenhood","Vulnerable","Endangered"
"Orthotrichum rupestre","https://id.biodiversity.org.au/node/ausmoss/10100009","Orthotrichum rupestre","Orthotrichaceae",,"Granite Bristle-moss","Rare","Near Threatened"
"Zieria veronicea subsp. veronicea","https://id.biodiversity.org.au/node/apni/2911634","Zieria veronicea subsp. veronicea","Rutaceae",,"Pink Zieria","Rare","Near Threatened"
"Asplenium hookerianum","https://id.biodiversity.org.au/node/apni/2896148","Asplenium hookerianum","Aspleniaceae",,"Maidenhair Spleenwort","Listed under FFG Act",""
"Corynotheca licrota","https://id.biodiversity.org.au/node/apni/2914737","Corynotheca licrota","Hemerocallidaceae",,"Club-fruit Lily","Rare","Near Threatened"
"Anas (Spatula) rhynchotis rhynchotis","urn:lsid:biodiversity.org.au:afd.taxon:08994186-df8a-45d7-9632-e2812ae28140","Anas (Spatula) rhynchotis rhynchotis","Anatidae",,"Australian Shoveler","Vulnerable","Endangered"
"Platysace ericoides","https://id.biodiversity.org.au/node/apni/2894870","Platysace ericoides","Apiaceae",,"Heath Platysace","Rare","Near Threatened"
"Acacia dallachiana","https://id.biodiversity.org.au/node/apni/2906484","Acacia dallachiana","Fabaceae",,"Catkin Acacia","Rare","Near Threatened"
"Pachyptila turtur","urn:lsid:biodiversity.org.au:afd.taxon:72562992-8a3d-4558-8687-8e89e2d505c5","Pachyptila turtur","Procellariidae",,"Fairy Prion","Vulnerable","Endangered"
"Bartramia mossmaniana","https://id.biodiversity.org.au/node/ausmoss/10060059","Bartramia mossmaniana","Bartramiaceae",,"Tall Apple-moss","Rare","Near Threatened"
"Synemon sp c.f. collecta","ALA_Synemon_sp_c_f_collecta","Synemon sp c.f. collecta",,,"Sun Moth","Endangered","Endangered"
"Calochilus herbaceus","https://id.biodiversity.org.au/name/apni/99032","Calochilus herbaceus","Orchidaceae",,"Pale Beard-orchid","Poorly Known","Least Concern/Unknown"
"Daltonia splachnoides","https://id.biodiversity.org.au/node/ausmoss/10069634","Daltonia splachnoides","Daltoniaceae",,"Dalton Mitre-moss","Poorly Known","Least Concern/Unknown"
"Lastreopsis microsora subsp. microsora","https://id.biodiversity.org.au/taxon/apni/51298327","Lastreopsis microsora subsp. microsora","Dryopteridaceae",,"Creeping Shield fern","Rare","Near Threatened"
"Vittadinia megacephala","https://id.biodiversity.org.au/node/apni/2901896","Vittadinia megacephala","Asteraceae",,"Giant New Holland Daisy","Vulnerable","Endangered"
"Orthotrichum hortense","https://id.biodiversity.org.au/node/ausmoss/10099921","Orthotrichum hortense","Orthotrichaceae",,"Gardener's Bristle-moss","Listed under FFG Act",""
"Antipodia atralba","urn:lsid:biodiversity.org.au:afd.taxon:155329f2-25a7-42d9-844c-19f50f9257a8","Antipodia atralba","Hesperiidae",,"Black And White Skipper","Listed under FFG Act",""
"Caladenia calcicola","https://id.biodiversity.org.au/node/apni/2918502","Caladenia calcicola","Orchidaceae",,"Limestone Spider-orchid","Endangered","Endangered"
"Senecio spathulatus var. latifructus","https://id.biodiversity.org.au/node/apni/2897283","Senecio spathulatus var. latifructus","Asteraceae",,"Dune Groundsel","Rare","Near Threatened"
"Antiporus williamsi","urn:lsid:biodiversity.org.au:afd.taxon:5fae4b51-617f-4a45-baee-f8471b32539f","Antiporus willyamsi","Dytiscidae",,"Aquatic Beetle","Vulnerable","Endangered"
"Cynodon dactylon var. pulchellus","https://id.biodiversity.org.au/node/apni/2890839","Cynodon dactylon var. pulchellus","Poaceae",,"Native Couch","Poorly Known","Least Concern/Unknown"
"Fissidens strictus","https://id.biodiversity.org.au/node/ausmoss/10083055","Fissidens strictus","Fissidentaceae",,"Water Pocket-moss","Rare","Near Threatened"
"Eucalyptus x macmahonii","https://id.biodiversity.org.au/node/apni/2907876","Eucalyptus x macmahonii","Myrtaceae",,"Scaly-cap Mallee","Vulnerable","Endangered"
"Pultenaea daltonii","https://id.biodiversity.org.au/node/apni/2886504","Pultenaea daltonii","Fabaceae",,"Hoary Bush-pea","Rare","Near Threatened"
"Gastrodia vescula","https://id.biodiversity.org.au/name/apni/117461","Gastrodia vescula","Orchidaceae",,"Lesser Potato Orchid","Poorly Known","Least Concern/Unknown"
"Grevillea repens","https://id.biodiversity.org.au/node/apni/2917976","Grevillea repens","Proteaceae",,"Creeping Grevillea","Rare","Near Threatened"
"Muehlenbeckia rhyticarya","https://id.biodiversity.org.au/node/apni/2909249","Muehlenbeckia rhyticarya","Polygonaceae",,"Wrinkle-nut Lignum","Rare","Near Threatened"
"Utricularia monanthos","https://id.biodiversity.org.au/node/apni/2907108","Utricularia monanthos","Lentibulariaceae",,"Tasmanian Bladderwort","Listed under FFG Act",""
"Sarcochilus hillii","https://id.biodiversity.org.au/name/apni/63097","Sarcochilus hillii","Orchidaceae",,"Morrison's Tree-orchid","Poorly Known","Least Concern/Unknown"
"Bettongia gaimardi","urn:lsid:biodiversity.org.au:afd.taxon:19c9bfdf-0fbd-4b1b-a7c4-64498290d059","Bettongia gaimardi","Potoroidae",,"Tasmanian Bettong","Listed under FFG Act",""
"Caladenia aestiva","https://id.biodiversity.org.au/name/apni/117350","Caladenia aestiva","Orchidaceae",,"Mountain Summer Spider Orchid","Rare","Near Threatened"
"Eremophila crassifolia","https://id.biodiversity.org.au/node/apni/2900273","Eremophila crassifolia","Scrophulariaceae",,"Thick-leaved Emubush","Rare","Near Threatened"
"Stagonopleura (Stagonopleura) guttata","urn:lsid:biodiversity.org.au:afd.taxon:3121bb31-77e1-4902-8af3-4605c41e8d84","Stagonopleura (Stagonopleura) guttata","Estrildidae",,"Diamond Firetail","Listed under FFG Act",""
"Stiltia isabella","urn:lsid:biodiversity.org.au:afd.taxon:149ce27c-cf9d-421b-9374-bec4287f1a68","Stiltia isabella","Glareolidae",,"Australian Pratincole","Near Threatened","Near Threatened"
"Deschampsia caespitosa","https://id.biodiversity.org.au/node/apni/2909801","Deschampsia cespitosa","Poaceae",,"Tufted Hair-grass","Rare","Near Threatened"
"Dianella sp. aff. revoluta (Licola)","ALA_Dianella_sp_aff_revoluta_Licola","Dianella sp. aff. revoluta (Licola)",,,"Flax Lily","Poorly Known","Least Concern/Unknown"
"Wahlenbergia planiflora subsp. planiflora","https://id.biodiversity.org.au/node/apni/2898456","Wahlenbergia planiflora subsp. planiflora","Campanulaceae",,"Flat Bluebell","Vulnerable","Endangered"
"Ceyx azureus azureus","urn:lsid:biodiversity.org.au:afd.taxon:bf47f588-1ff1-4251-b0b2-051b6355ef51","Ceyx azureus azureus","Alcedinidae",,"Azure Kingfisher","Near Threatened","Near Threatened"
"Cladium procerum","https://id.biodiversity.org.au/node/apni/2898303","Cladium procerum","Cyperaceae",,"Leafy Twig-rush","Rare","Near Threatened"
"Eucamptodon muelleri","https://id.biodiversity.org.au/node/ausmoss/10076768","Eucamptodon muelleri","Dicranaceae",,"Sheath Moss","Vulnerable","Endangered"
"Lophocroa leadbeateri","ALA_Lophocroa_leadbeateri","Lophocroa leadbeateri",,,"Major Mitchell's Cockatoo","Listed under FFG Act",""
"Chthonicola sagittata","urn:lsid:biodiversity.org.au:afd.taxon:26a9dd31-3633-469b-83db-04c5c4503639","Chthonicola sagittata","Acanthizidae",,"Speckled Warbler","Listed under FFG Act",""
"Castiarina jekellii","urn:lsid:biodiversity.org.au:afd.taxon:dec07018-3a01-4dbc-b63d-b0b569b2a759","Castiarina jekellii","Buprestidae",,"Jewel Beetle","Data Deficient or Delisted","Least Concern/Unknown"
"Xerochrysum palustre","https://id.biodiversity.org.au/node/apni/2890165","Xerochrysum palustre","Asteraceae",,"Swamp Everlasting","Listed under FFG Act",""
"Brachyscome sp. leafy scapes (M.Gray & C.Totterdell 6632)","https://id.biodiversity.org.au/taxon/apni/51267793","Brachyscome foliosa","Asteraceae",,"Mountain Daisy","Listed under FFG Act",""
"Poa orthoclada","https://id.biodiversity.org.au/node/apni/2887980","Poa orthoclada","Poaceae",,"Avon Tussock-grass","Rare","Near Threatened"
"Mugilogobius platynotus","urn:lsid:biodiversity.org.au:afd.taxon:07543ace-9f6a-4b71-b1cd-b71e687b7bc3","Mugilogobius platynotus","Gobiidae",,"Flatback Mangrovegoby","Vulnerable","Endangered"
"Ozothamnus tuckeri","https://id.biodiversity.org.au/node/apni/2909055","Ozothamnus tuckeri","Asteraceae",,"Tucker's Everlasting","Presumed Extinct","Extinct"
"Calotis lappulacea","https://id.biodiversity.org.au/node/apni/2916134","Calotis lappulacea","Asteraceae",,"Mallee Burr-daisy","Rare","Near Threatened"
"Gentianella gunniana","https://id.biodiversity.org.au/node/apni/2908181","Gentianella gunniana","Gentianaceae",,"Gunn's Forest-gentian","Presumed Extinct","Extinct"
"Phlegmatospermum eremaeum","https://id.biodiversity.org.au/node/apni/2887811","Phlegmatospermum eremaeum","Brassicaceae",,"Spreading Cress","Vulnerable","Endangered"
"Craterocephalus fluviatilis","urn:lsid:biodiversity.org.au:afd.taxon:50568ccf-e05e-4d55-885d-5fcf41bb17ef","Craterocephalus fluviatilis","Atherinidae",,"Murray Hardyhead","Critically Endangered","Endangered"
"Grevillea floripendula","https://id.biodiversity.org.au/node/apni/2920647","Grevillea floripendula","Proteaceae",,"Ben Major Grevillea","Vulnerable","Endangered"
"Borya mirabilis","https://id.biodiversity.org.au/node/apni/2900081","Borya mirabilis","Boryaceae",,"Pincushion Lily","Listed under FFG Act",""
"Fissidens integerrimus","https://id.biodiversity.org.au/node/ausmoss/10080845","Fissidens integerrimus","Fissidentaceae",,"Pocket Moss","Poorly Known","Least Concern/Unknown"
"Acacia deanei subsp. deanei","https://id.biodiversity.org.au/node/apni/2886060","Acacia deanei subsp. deanei","Fabaceae",,"Black Wattle","Listed under FFG Act",""
"Dermocybe cramesina","https://id.biodiversity.org.au/name/apni/183199","Dermocybe cramesina","Cortinariaceae",,"Orange Dermocybe","Rare","Near Threatened"
"Rytidosperma richardsonii","https://id.biodiversity.org.au/node/apni/2901469","Rytidosperma richardsonii","Poaceae",,"Straw Wallaby-grass","Vulnerable","Endangered"
"Scaevola calendulacea","https://id.biodiversity.org.au/node/apni/2895703","Scaevola calendulacea","Goodeniaceae",,"Dune Fan-flower","Vulnerable","Endangered"
"Thelymitra aff. ixioides (Western Victoria)","https://id.biodiversity.org.au/name/apni/115549","Thelymitra ixioides","Orchidaceae",,"Small Spotted Sun-orchid","Poorly Known","Least Concern/Unknown"
"Helichrysum aff. rutidolepis (Lowland Swamps)","https://id.biodiversity.org.au/taxon/apni/51295066","Coronidium rutidolepis","Asteraceae",,"Pale Swamp Everlasting","Vulnerable","Endangered"
"Ceratophyllum demersum","https://id.biodiversity.org.au/node/apni/2916961","Ceratophyllum demersum","Ceratophyllaceae",,"Common Hornwort","Poorly Known","Least Concern/Unknown"
"Corunastylis ciliata","https://id.biodiversity.org.au/name/apni/170817","Corunastylis ciliata","Orchidaceae",,"Fringed Midge-orchid","Poorly Known","Least Concern/Unknown"
"Cymbopogon obtectus","https://id.biodiversity.org.au/node/apni/2896978","Cymbopogon obtectus","Poaceae",,"Silky Heads","Endangered","Endangered"
"Caladenia osmera","https://id.biodiversity.org.au/name/apni/206484","Caladenia osmera","Orchidaceae",,"Pungent Spider-orchid","Listed under FFG Act",""
"Swainsona microphylla","https://id.biodiversity.org.au/node/apni/2898507","Swainsona microphylla","Fabaceae",,"Small-leaf Swainson-pea","Rare","Near Threatened"
"Leptodon smithii","https://id.biodiversity.org.au/node/ausmoss/10092103","Leptodon smithii","Neckeraceae",,"Prince-of-wales Feather-moss","Endangered","Endangered"
"Triraphis mollis","https://id.biodiversity.org.au/taxon/apni/51291618","Triraphis mollis","Poaceae",,"Feather Top","Rare","Near Threatened"
"Eucalyptus arenicola","https://id.biodiversity.org.au/node/apni/2909352","Eucalyptus arenicola","Myrtaceae",,"Gippsland Lakes Peppermint","Rare","Near Threatened"
"Cyperus vaginatus","https://id.biodiversity.org.au/node/apni/2899286","Cyperus vaginatus","Cyperaceae",,"Stiffleaf Sedge","Presumed Extinct","Extinct"
"Trapezites sciron eremicola","urn:lsid:biodiversity.org.au:afd.taxon:cc51bddd-fda2-41bf-bbc5-8e00646ae1d6","Trapezites sciron eremicola","Hesperiidae",,"Sciron Skipper","Rare and Restricted","Near Threatened"
"Diuris basaltica","https://id.biodiversity.org.au/node/apni/2905895","Diuris basaltica","Orchidaceae",,"Early Golden Moths","Endangered","Endangered"
"Gonocarpus micranthus subsp. ramosissimus","https://id.biodiversity.org.au/node/apni/2890978","Gonocarpus micranthus subsp. ramosissimus","Haloragaceae",,"Branching Raspwort","Poorly Known","Least Concern/Unknown"
"Pterostylis basaltica","https://id.biodiversity.org.au/node/apni/2909123","Pterostylis basaltica","Orchidaceae",,"Basalt Greenhood","Endangered","Endangered"
"Prasophyllum sp. aff. odoratum J","https://id.biodiversity.org.au/name/apni/194443","Prasophyllum sp. aff. odoratum J","Orchidaceae",,"Eastern Leek-orchid","Vulnerable","Endangered"
"Caladenia pilotensis","https://id.biodiversity.org.au/name/apni/175169","Caladenia pilotensis","Orchidaceae",,"Mount Pilot Spider-orchid","Listed under FFG Act",""
"Symplocos thwaitesii","https://id.biodiversity.org.au/node/apni/2902186","Symplocos thwaitesii","Symplocaceae",,"Buff Hazelwood","Listed under FFG Act",""
"Juncus bassianus","https://id.biodiversity.org.au/node/apni/2898148","Juncus bassianus","Juncaceae",,"Bass Rush","Poorly Known","Least Concern/Unknown"
"Pterostylis sp. aff. cycnocephala (Woorndoo)","ALA_Pterostylis_sp_aff_cycnocephala_Woorndoo","Pterostylis sp. aff. cycnocephala (Woorndoo)",,,"Cygnet Greenhood","Listed under FFG Act",""
"Lagorchestes leporides","urn:lsid:biodiversity.org.au:afd.taxon:ccfd6b96-08f2-4df7-bcf6-b0446971a3c1","Lagorchestes leporides","Macropodidae",,"Eastern Hare-wallaby","Listed under FFG Act",""
"Senna aciphylla","https://id.biodiversity.org.au/node/apni/8451159","Senna aciphylla","Fabaceae",,"Sprawling Cassia","Rare","Near Threatened"
"Eucalyptus denticulata","https://id.biodiversity.org.au/node/apni/2907268","Eucalyptus denticulata","Myrtaceae",,"Errinundra Shining Gum","Rare","Near Threatened"
"Senecio garlandii","https://id.biodiversity.org.au/node/apni/2910938","Senecio garlandii","Asteraceae",,"Woolly Ragwort","Endangered","Endangered"
"Poa sieberiana var. cyanophylla","https://id.biodiversity.org.au/node/apni/2902600","Poa sieberiana var. cyanophylla","Poaceae",,"Blue-leaf Tussock-grass","Poorly Known","Least Concern/Unknown"
"Wahlenbergia densifolia","https://id.biodiversity.org.au/node/apni/2899067","Wahlenbergia densifolia","Campanulaceae",,"Fairy Bluebell","Vulnerable","Endangered"
"Petrogale penicillata","urn:lsid:biodiversity.org.au:afd.taxon:7a7a2817-26e7-44bd-bb34-1dc9c1ed4d38","Petrogale penicillata","Macropodidae",,"Brush-tailed Rock-wallaby","Critically Endangered","Endangered"
"Hibbertia sp. (B)","https://id.biodiversity.org.au/taxon/apni/51298307","Hibbertia riparia","Dilleniaceae",,"Mountain Guinea-flower","Vulnerable","Endangered"
"Podolepis sp. Basalt Plain (V.Stajsic 2244)","https://id.biodiversity.org.au/taxon/apni/51268853","Podolepis linearifolia","Asteraceae",,"Basalt Podolepis","Endangered","Endangered"
"Boronia nana var. pubescens","https://id.biodiversity.org.au/node/apni/2915529","Boronia nana var. pubescens","Rutaceae",,"Dwarf Boronia","Rare","Near Threatened"
"Gahnia microstachya","https://id.biodiversity.org.au/node/apni/2910970","Gahnia microstachya","Cyperaceae",,"Slender Saw-sedge","Rare","Near Threatened"
"Sclerolaena uniflora","https://id.biodiversity.org.au/node/apni/2918003","Sclerolaena uniflora","Chenopodiaceae",,"Two-spined Copperburr","Rare","Near Threatened"
"Fimbristylis aestivalis","https://id.biodiversity.org.au/node/apni/2908648","Fimbristylis aestivalis","Cyperaceae",,"Summer Fringe-rush","Poorly Known","Least Concern/Unknown"
"Climacium dendroides","https://id.biodiversity.org.au/node/ausmoss/10068198","Climacium dendroides","Climaciaceae",,"Marsh Tree-moss","Vulnerable","Endangered"
"Acacia farinosa","https://id.biodiversity.org.au/node/apni/2916221","Acacia farinosa","Fabaceae",,"Mealy Wattle","Poorly Known","Least Concern/Unknown"
"Calandrinia volubilis","https://id.biodiversity.org.au/node/apni/2910927","Calandrinia volubilis","Portulacaceae",,"Twining Purslane","Rare","Near Threatened"
"Brachyscome muelleroides","https://id.biodiversity.org.au/node/apni/2889995","Brachyscome muelleroides","Asteraceae",,"Claypan Daisy","Listed under FFG Act",""
"Corybas fordhamii","https://id.biodiversity.org.au/name/apni/81710","Corybas fordhamii","Orchidaceae",,"Banded Helmet Orchid","Rare","Near Threatened"
"Laxmannia gracilis","https://id.biodiversity.org.au/node/apni/2890202","Laxmannia gracilis","Asparagaceae",,"Slender Wire-Lily","Rare","Near Threatened"
"Macropus robustus robustus","ALA_Macropus_robustus_robustus","Macropus robustus robustus",,,"Eastern Wallaroo","Listed under FFG Act",""
"Metzgeria aff. hispidissima","ALA_Metzgeria_aff_hispidissima","Metzgeria aff. hispidissima",,,"Veilwort","Poorly Known","Least Concern/Unknown"
"Logania granitica","https://id.biodiversity.org.au/node/apni/2921224","Logania granitica","Loganiaceae",,"Mountain Logania","Vulnerable","Endangered"
"Triglochin mucronata","https://id.biodiversity.org.au/node/apni/2919554","Triglochin mucronata","Juncaginaceae",,"Prickly Arrowgrass","Rare","Near Threatened"
"Caladenia cretacea","https://id.biodiversity.org.au/name/apni/206480","Caladenia cretacea","Orchidaceae",,"Stuart Mill Spider-orchid","Endangered","Endangered"
"Pultenaea tenella","https://id.biodiversity.org.au/node/apni/2888208","Pultenaea tenella","Fabaceae",,"Delicate Bush-pea","Rare","Near Threatened"
"Grevillea callichlaena","https://id.biodiversity.org.au/node/apni/2911894","Grevillea callichlaena","Proteaceae",,"Benambra Grevillea","Endangered","Endangered"
"Aepyprymnus rufescens","urn:lsid:biodiversity.org.au:afd.taxon:ae062ca0-ce91-4da3-a2da-ed5ea0a7c83f","Aepyprymnus rufescens","Potoroidae",,"Rufous Bettong","Regionally Extinct","Extinct"
"Gonocarpus serpyllifolius","https://id.biodiversity.org.au/node/apni/2904497","Gonocarpus serpyllifolius","Haloragaceae",,"Flat Raspwort","Vulnerable","Endangered"
"Dipodium hamiltonianum","https://id.biodiversity.org.au/name/apni/79467","Dipodium hamiltonianum","Orchidaceae",,"Green Hyacinth Orchid","Listed under FFG Act",""
"Solanum linearifolium","https://id.biodiversity.org.au/node/apni/2893304","Solanum linearifolium","Solanaceae",,"Kangaroo Apple","Rare","Near Threatened"
"x Glossadenia x tutelata","https://id.biodiversity.org.au/name/apni/180540","x Glossadenia x tutelata","Orchidaceae",,"Bluebeard Wax-lip Hybrid Orchid","Rare","Near Threatened"
"Sida spodochroma","https://id.biodiversity.org.au/node/apni/2896430","Sida spodochroma","Malvaceae",,"Limestone Sida","Vulnerable","Endangered"
"Apsolidium densum","urn:lsid:biodiversity.org.au:afd.taxon:2f0dccd0-ed39-477c-8df2-c76a3280616d","Apsolidium densum","Cucumariidae",,"Sea Cucumber","Vulnerable","Endangered"
"Dichondra sp. Inglewood (J.M.Dalby 86/93)","https://id.biodiversity.org.au/node/apni/2902718","Dichondra sp. Inglewood (J.M.Dalby 86/93)","Convolvulaceae",,"Silky Kidney-weed","Rare","Near Threatened"
"Swainsona stipularis","https://id.biodiversity.org.au/node/apni/2886262","Swainsona stipularis","Fabaceae",,"Orange Darling-pea","Endangered","Endangered"
"Corunastylis sp. aff. morrisii (Pyrete Ranges)","https://id.biodiversity.org.au/name/apni/194071","Corunastylis sp. aff. morrisii (Pyrete Ranges)","Orchidaceae",,"Purple-beard Midge-orchid","Vulnerable","Endangered"
"Tandanus tandanus","urn:lsid:biodiversity.org.au:afd.taxon:f4138d26-9594-49ed-b3a5-b1851a634108","Tandanus tandanus","Plotosidae",,"Freshwater Catfish","Endangered","Endangered"
"Ardea (Casmerodius) modesta","urn:lsid:biodiversity.org.au:afd.taxon:f01d2520-d55e-441d-89a4-33323ee5f0b8","Ardea (Casmerodius) modesta","Ardeidae",,"Eastern Great Egret","Vulnerable","Endangered"
"Eucalyptus victoriana","https://id.biodiversity.org.au/node/apni/2905514","Eucalyptus victoriana","Myrtaceae",,"Victoria Range Stringybark","Rare","Near Threatened"
"Cyclodomorphus michaeli","urn:lsid:biodiversity.org.au:afd.taxon:f0f0fcaa-9fe1-475e-b02c-66d5515f19c9","Cyclodomorphus michaeli","Scincidae",,"Mainland She-oak Skink","Near Threatened","Near Threatened"
"Hymenochilus clivicola","https://id.biodiversity.org.au/name/apni/202229","Hymenochilus clivicola","Orchidaceae",,"Mountain Midget Greenhood","Poorly Known","Least Concern/Unknown"
"Acacia omalophylla","https://id.biodiversity.org.au/node/apni/2914137","Acacia homalophylla","Fabaceae",,"Yarran","Listed under FFG Act",""
"Philydrum lanuginosum","https://id.biodiversity.org.au/node/apni/2891858","Philydrum lanuginosum","Philydraceae",,"Frogsmouth","Vulnerable","Endangered"
"Westringia glabra","https://id.biodiversity.org.au/node/apni/2889162","Westringia glabra","Lamiaceae",,"Violet Westringia","Rare","Near Threatened"
"Minuria cunninghamii","https://id.biodiversity.org.au/node/apni/2904159","Minuria cunninghamii","Asteraceae",,"Bush Minuria","Rare","Near Threatened"
"Brachyscome salkiniae","https://id.biodiversity.org.au/node/apni/2891351","Brachyscome salkiniae","Asteraceae",,"Elegant Daisy","Poorly Known","Least Concern/Unknown"
"Pygopus schraderi","urn:lsid:biodiversity.org.au:afd.taxon:986c5792-cad9-4ae6-b65c-5343573cd8b2","Pygopus schraderi","Pygopodidae",,"Eastern Hooded Scaly-foot","Critically Endangered","Endangered"
"Cercartetus lepidus","urn:lsid:biodiversity.org.au:afd.taxon:f03b65e8-28c8-4c89-9ce6-0dd7b545f78f","Cercartetus lepidus","Burramyidae",,"Little Pygmy-possum","Near Threatened","Near Threatened"
"Samolus valerandi","https://id.biodiversity.org.au/node/apni/2908781","Samolus valerandi","Primulaceae",,"Brook Weed","Rare","Near Threatened"
"Plagiomnium novaezealandiae","https://id.biodiversity.org.au/node/ausmoss/10103319","Plagiomnium novae-zealandiae","Mniaceae",,"Thyme Moss","Rare","Near Threatened"
"Prasophyllum aff. fitzgeraldii B","https://id.biodiversity.org.au/name/apni/104564","Prasophyllum fitzgeraldii","Orchidaceae",,"Elfin Leek-orchid","Endangered","Endangered"
"Spyridium daltonii","https://id.biodiversity.org.au/node/apni/2910978","Spyridium daltonii","Rhamnaceae",,"Grampians Spyridium","Rare","Near Threatened"
"Canthocamptus dedeckkeri","urn:lsid:biodiversity.org.au:afd.taxon:7beec6b9-b757-4d90-ad62-ae7cb541d13a","Canthocamptus dedeckkeri","Canthocamptidae",,"Harpactacoid Copepod","Vulnerable","Endangered"
"Conospermum taxifolium","https://id.biodiversity.org.au/node/apni/2904045","Conospermum taxifolium","Proteaceae",,"Devil's Rice","Vulnerable","Endangered"
"Poa poiformis","https://id.biodiversity.org.au/node/apni/2902063","Poa poiformis","Poaceae",,"Blue Tussock Grass","Poorly Known","Least Concern/Unknown"
"Tmesipteris ovata","https://id.biodiversity.org.au/node/apni/2895366","Tmesipteris ovata","Psilotaceae",,"Oval Fork Fern","Rare","Near Threatened"
