taxonId,scientificName,vernacularName,WA Status,WA Rank,DBCA District,Distribution,taxonRemarks,status,sourceStatus,status description,class,category,sensitivityZoneId
4003,Jacksonia carduacea,,3,,Moora,"Badgingarra, Watheroo",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
20462,Jacksonia gracillima,,3,,"Blackwood,Swan Coastal","Mundijong, Forrestdale, Capel, Elgin, Modong N.R., Forrestfield, Ambergate",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
1296,Johnsonia inconspicua,,3,,"Blackwood,Perth Hills","South of Carbunup, Yelverton, Bindoon, Julimar, Quindalup",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14631,Juncus meianthus,,3,,"Blackwood,Albany,Frankland,Perth Hills,Wellington","West Cape Howe, Porongurup NP, Nornalup, Albany, Margaret River, Mungalup, Gidgegannup",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
17786,Kunzea micrantha subsp. hirtiflora,,3,,"Donnelly,Frankland","Lake Muir, Cape Riche, Perillup, Noobijup N.R., Cobertup N.R.,",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
38222,Kunzea salina,,3,,Esperance,"Truslove, Gibson, Wittenoom Hills",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
3666,Labichea eremaea,,3,,"Kalgoorlie,Geraldton","West of Sandstone, Bimbijy, Mt Jackson, Black Range Stn",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
25863,Lachnagrostis billardierei subsp. billardierei,,3,,Albany,"Albany, Torndirrup NP., SA, VIC, NSW, QLD, TAS",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
16872,Lambertia rariflora subsp. lutea,,3,,Frankland,"Mt Frankland, Granite Peak, Denbarker",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
12653,Laportea interrupta,,3,,East Kimberley,"Mt Elizabeth Stn., Beverley Springs Stn., Prince Regent N.R.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
48346,Lasiopetalum caroliae,,3,,"Perth Hills,Swan Coastal","Wannamal, Bindoon Training Area, Julimar S.F., Wearne S.F., North Bannister",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
5032,Lasiopetalum fitzgibbonii,,3,,"Kalgoorlie,Albany,Great Southern,Central Wheatbelt","Jilbadji, Jilakin, Nyabing, Jerramungup, Boxwood Hill, Bendering,Kukerin, Kalgarin, Gnowangerup",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
45081,Lasiopetalum glutinosum subsp. glutinosum,,3,,"Perth Hills,Swan Coastal","Guildford, Forrestfield, Helena Valley, Kelmscott, Serpentine",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
45084,Lasiopetalum laxiflorum,,3,,"Blackwood,Donnelly","Cowaramup, Whicher Range, Acton Park, Chapman Hill, Manjimup",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
5038,Lasiopetalum membranaceum,,3,,"Blackwood,Swan Coastal,Wellington,Great Southern","Yalgorup, Capel, Dwellingup, Yandup, Australind, Dawesville, Yanchep, Kings Park, Augusta, Tarin Rock",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
11010,Lasiopetalum monticola,,3,,Albany,"Stirling Range NP, East Mt Barren",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
5043,Lasiopetalum oldfieldii,,3,,Geraldton,"Kalbarri, Port Gregory, Yerina Springs",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
5044,Lasiopetalum oppositifolium,,3,,"Geraldton,Shark Bay","Murchison River, Kalbarri, Red Bluff, Tamala Stn.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
5045,Lasiopetalum parvuliflorum,,3,,"Albany,Esperance","Fitzgerald River N.P., Point Malcolm",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
33498,Lasiopetalum sp. Denmark (B.G. Hammersley 2012),,3,,Frankland,"Mt Lindesay, Denmark",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
45083,Lasiopetalum venustum,,3,,Swan Coastal,Boonanarring NR,,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
20704,Latrobea recurva,,3,,Albany,"Stirling Range, Bremer Bay",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
19462,Lawrencia sp. Anna Plains (N.T. Burbidge 1433),,3,,"Geraldton,West Kimberley","Anna Plains, Lagrange Stn., Wanna Stn.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
11510,Laxmannia grandiflora subsp. stirlingensis,,3,,"Albany,Perth Hills,Great Southern","Meenar, Quairading, Jerramungup, South Stirlings",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
7567,Lechenaultia acutiloba,,3,,"Albany,Great Southern","Jerramungup, Ravensthorpe, Cairlocup, Lake Magenta, Hopetoun, West River",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
19227,Lechenaultia galactites,,3,,"Moora,Geraldton,Central Wheatbelt","Kokardine, Nth Beacon, Latham, Perenjori, Dandaragan, Koorda, Wubin, Buntine",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
7578,Lechenaultia juncea,,3,,Moora,"Three Springs, Gunyidi, Watheroo, Coorow",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
3020,Lepidium biplicatum,,3,,"Geraldton,Shark Bay","Carnarvon, Shark Bay",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
3026,Lepidium fasciculatum,,3,,"Kalgoorlie,Esperance,Geraldton","Salmon Gums, Kalgoorlie, Esperance, Mingenew",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
3028,Lepidium genistoides,,3,,"Kalgoorlie,Central Wheatbelt","Walyahmoning Rock, Boorabbin, (Cowcowing), Marvel Loch, (Mukinbudin), Koorda, Ennuin Stn, Merredin",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
3046,Lepidium scandens,,3,,Geraldton,"Sanford River, Murgoo Stn, Jingemarra Stn, Bush Bay, Wooramel",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
13775,Lepidobolus quadratus,,3,,Moora,"Eneabba, Gairdner Range, Regans Ford, Badgingarra",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
31770,Lepidosperma ferricola,,3,,Kalgoorlie,"Mt Jackson, Die Hardy Ranges, Koolyanobbing Range, Helena and Aurora Range. Parker Range",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
41680,Lepidosperma sp. Meckering (R. Davis WW 27-32),,3,,Central Wheatbelt,"Wongan Hills, Calingiri, Goomalling, Beverley",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
29138,Lepidosperma sp. Pigeon Rocks (H. Pringle 30237),,3,,"Kalgoorlie,Great Southern,Central Wheatbelt","Pigeon Rocks, Moorine Rocks, Dragon Rocks N.R.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
34436,Lepidosperma sp. Shoemaker Levy (L. Ang & O. Davies 10815),,3,,Albany,"Ravensthorpe Range, Bandalup Hill, Fitzgerald River N.P., Kundip N.R.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
8100,Leptinella drummondii,,3,,"Blackwood,Donnelly,Frankland","Frankland River, Tone River, Blackwood River",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
12687,Leptospermum macgillivrayi,,3,,Kalgoorlie,"Mt Jackson, Diemals",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
13347,Leptospermum madidum subsp. sativum,,3,,East Kimberley,"Osmond Range, Purnululu N.P., Bedford Downs Stn., Prince Regent N.R.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
473,Lepturus repens,,3,,"East Kimberley,West Kimberley","Ashmore Reef, Cassine Is., High Cliffy Is.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
1086,Lepyrodia heleocharoides,,3,,"Blackwood,Frankland,Perth Hills","Alexander Bridge, Scott River, Chester Block, (Parkerville),Mt Lindesay",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
6355,Leucopogon alternifolius,,3,,"Albany,Frankland","Cape Howe, Albany, Marbellup, Mt Frankland NP, Walpole-Nornalup NP",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
33379,Leucopogon altissimus,,3,,Albany,"Waychinicup, Mt Manypeaks, Two Peoples Bay NR",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
6357,Leucopogon apiculatus,,3,,Esperance,"Cape Le Grand, Pt Malcolm, Middle Island, Wharton, Sandy Hook Island, Cape Arid",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
35501,Leucopogon elegans subsp. psorophyllus,,3,,Albany,"Wellstead, Cape Riche,",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
6393,Leucopogon florulentus,,3,,"Albany,Esperance,Perth Hills,Great Southern","Ongerup, Esperance, Cordering, Wagin, Bannister, Jerramungup, Lake Magenta Nature Reserve",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
48179,Leucopogon foliosus,,3,,Moora,"Mt Lesueur, Coomallo N.R., Badgingarra, Cataby",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
48180,Leucopogon grammatus,,3,,Moora,"Eneabba, Burma Road, Allanooka",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
6406,Leucopogon interruptus,,3,,Esperance,"Cape Le Grand NP, Cape Arid NP, Recherche Archipelago NR, Merivale",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
41261,Leucopogon newbeyi,,3,,"Albany,Great Southern","Nyabing, Ongerup",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
19518,Leucopogon sp. Ironcaps (N. Gibson & K. Brown 3070),,3,,"Esperance,Central Wheatbelt","South Ironcap, Middle Ironcap, Hatters Hill, Frank Hann NP, Welsh NR, Holleton, Burracoppin, Wogarl, Mt Gibbs",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
20360,Leucopogon sp. Moresby Range (S. Patrick 2614),,3,,Geraldton,Moresby Ranges,,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
19460,Leucopogon sp. Yanchep (M. Hislop 1986),,3,,Swan Coastal,"Yanchep N.P., Gnangarra-Moore River S.F., Neerabup N.P.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14506,Leucopogon sp. Yanneymooning (F. Mollemans 3797),,3,,"Kalgoorlie,Central Wheatbelt","Mukinbudin, Mt Jackson Stn., Bonnie Rock",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
33397,Leucopogon wheelerae,,3,,"Blackwood,Donnelly","Augusta, Scott NP, Lake Jasper",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
7675,Levenhookia pulcherrima,,3,,Esperance,"Mt Gibbs, Ravensthorpe",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
46915,Limnophila aromatica,,3,,East Kimberley,"Doongan Stn., Drysdale River Stn. Mt Elizabeth Stn., NT, QLD.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
12484,Lindernia macrosiphonia,,3,,East Kimberley,"Kalumburu Mission, King Edward River, Mitchell Plateau, Roe River, Prince Regent River, King George River",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
33298,Lomandra whicherensis,,3,,Blackwood,"Whicher Range, Dardanup",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
11425,Lophostemon grandiflorus subsp. grandiflorus,,3,,"East Kimberley,West Kimberley","Dampier Peninsula, Edgar Range",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
13779,Loxocarya magna,,3,,Blackwood,"Scott River, Ruabon, Whicher, Fish Road, Treeton, Carbunup, Tutunup",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
19,Lygodium flexuosum,,3,,East Kimberley,"Osborne Is., Naturalist Is., Drysdale River N.P., Prince Regent N.R.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
51107,Lysiandra baeckeoides,,3,,Kalgoorlie,"Laverton, Merolia Stn, White Cliffs Stn, Windimurra Station, Cashmere Downs Stn, Leinster, Banjawarn Stn",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
51110,Lysiandra fuernrohrii,,3,,Kalgoorlie,"Wingellina Hills, NT, SA, QLD, NSW",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
17847,Lythrum paradoxum,,3,,Kalgoorlie,Giles,,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
2841,Macarthuria intricata,,3,,"Geraldton,Shark Bay","Shark Bay, Kalbarri",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
2552,Maireana murrayana,,3,,Geraldton,"Mt Narryer, Dairy Creek Station",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
2559,Maireana prosthecochaeta,,3,,"Kalgoorlie,Karratha,East Kimberley,Geraldton","Meekatharra, Cue, Mt Phillips Station, Marymia, Bulloo Downs, Lake Way Stn.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
46596,Malleostemon nephroideus,,3,,Geraldton,"Erangy Springs, Indarra NR",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
46597,Malleostemon pentagonus,,3,,Geraldton,"Nerren Nerren, Kalbarri, Mullewa",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
33638,Meionectes tenuifolia,,3,,"Moora,Perth Hills,Swan Coastal,Wellington","Ruabon, Maddington, Harvey, Pinjarra, Upper Swan, Gingin, Cooljarloo, (Woorooloo, Midland, Byfields Mill), Mt Helena",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
12385,Melaleuca apostiba,,3,,Kalgoorlie,"Carnegie Hstd - Giles, Lake Minigwal",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
18275,Melaleuca barlowii,,3,,Geraldton,"Latham, Koolanooka Hills, Yandanooka, Morawa",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
5891,Melaleuca coccinea,,3,,"Kalgoorlie,Albany,Esperance","Karonie, Boulder, Widgiemooltha, Erayinia Hill, Norseman, Ravensthorpe",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
15693,Melaleuca dempta,,3,,Esperance,"Scaddan, Fleming, Dalyup",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
13270,Melaleuca huegelii subsp. pristicensis,,3,,Shark Bay,"Shark Bay, Dirk Hartog Island, Tamala",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
19451,Melaleuca huttensis,,3,,"Moora,Geraldton","Hutt River, Coronation Beach, Kalbarri N.P., Gerladton, Northampton, Howatharra",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14701,Melaleuca macronychia subsp. trygonoides,,3,,"Kalgoorlie,Esperance","Lake View Rock, McDermid Rock, Queen Victoria Rock, Cave Hill",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
5937,Melaleuca micromera,,3,,"Albany,Donnelly,Great Southern","Stirling Range, Kendenup, Warriup, S Mt Barker, Ross Peak, Tunney, Perup",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
5940,Melaleuca nanophylla,,3,,Kalgoorlie,Great Victoria Desert,,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
37646,Melaleuca ochroma,,3,,"Esperance,Great Southern,Central Wheatbelt","Hyden, Frank Hann N.P., Mt Holland",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
5950,Melaleuca polycephala,,3,,"Albany,Great Southern","Pingrup, Kuringup, Gnowangerup, Ongerup, Amelup, Toolbrunup Siding, Dragon Rocks, Borden",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
13276,Melaleuca pritzelii,,3,,"Albany,Donnelly,Wellington,Great Southern","Ongerup, Pootenup, Tambellup, Fitzgerald River NP, Quarderwardup Lake, Lake Muir, Cordering, Stirling Range National Park, Ewlyamartup",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
5963,Melaleuca sclerophylla,,3,,"Moora,Geraldton,Perth Hills,Central Wheatbelt","Manmanning, Marchagee, Wongan Hills, New Norcia, Dalwallinu, Moora, Miling, Morawa, Caljie",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
13278,Melaleuca sculponeata,,3,,"Albany,Great Southern","W of Ravensthorpe, Lake King",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
41785,Melichrus sp. Bungalbin Hill (F.H. & M.P. Mollemans 3069),,3,,"Kalgoorlie,Geraldton,Central Wheatbelt","Between Bimbigy and Diemals, Helena Aurora Range, Kiralocka Stn., Windarling, Ninghan Stn., Jackson Range,Mdiemals Stn., Mount Manning",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
3051,Menkea draboides,,3,,"Kalgoorlie,Esperance,Moora,Geraldton,Central Wheatbelt","Watheroo, Yilgarn, Meekatharra, Paynes Find, Yardina Rock",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
11623,Mesomelaena stygia subsp. deflexa,,3,,Moora,"Eneabba, Yandanooka Hill, Arrino",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
34678,Micraira brevis subsp. brevis,,3,,"East Kimberley,West Kimberley","Mt Elizabeth Stn., Prince Regnet N.R.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
6889,Microcorys cephalantha,,3,,Great Southern,"Kulin, Jitarning, Dudinin, Wedin, Wickepin, Bendering",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
6896,Microcorys longiflora,,3,,"Albany,Esperance","Cape Riche, Mt Drummond, Thumb Peak, Jerramungup, Eyre Range",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
6903,Microcorys tenuifolia,,3,,"Moora,Geraldton,Central Wheatbelt","Morawa, Kalbarri NP, Yuna, Wongan Hills, Marchagee",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
34201,Microcybe sp. Windy Hill (G.F. Craig 6583),,3,,"Esperance,Central Wheatbelt","Bremer Range, Lake Medcalf, Jilbadji N.R.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
30412,Micromyrtus acuta,,3,,Geraldton,"Paynes Find, Warriedar, Lake Monger, White Wells, Blue Hill Range",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
20544,Micromyrtus elobata subsp. scopula,,3,,Esperance,"Kumarl, Balladonia, Neridup, Mt Buraminya, Kau Rock NR",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
29558,Micromyrtus navicularis,,3,,Albany,Ravensthorpe,,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
30411,Micromyrtus placoides,,3,,Geraldton,"Cue, Weld Range, Mt Narryer, Tallering Peak",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
6001,Micromyrtus serrulata,,3,,Kalgoorlie,"Karonie, Coonana, Melita, Jeedamya, Niagara Dam NR, Cardunia Rocks, Queen Victoria Spring NR",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
31845,Micromyrtus trudgenii,,3,,Geraldton,"Warriedar Hill, Gossan Hill, Yalgoo, Golden Grove, Karara, Mungada",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
46735,Microseris walteri,,3,,"Esperance,Great Southern,Central Wheatbelt","Scaddan, Marvel Loch, Lake Grace, Fraser range, Norseman, Southern Hills Stn, Holt Rock,Marble Rocks, Pingrup, Woodanilling, Lake Magenta",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
41442,Mirbelia corallina,,3,,Geraldton,"Murchison River, Kalbarri",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
4088,Mirbelia densiflora,,3,,"Kalgoorlie,Esperance,Central Wheatbelt","Frank Hann NP, Kumarl, Hatter Hill, Peak Charles, Forrestania, Mt Gibbs, Victoria Rock",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
41443,Mirbelia ferricola,,3,,"Kalgoorlie,Esperance,Geraldton","Helena and Aurora Range, Jaurdi Stn, Coorara Soak, Mt Manning N.R, Bremer Range, Koolanooka Hills, Perenjori Hills, Diemals Stn.,",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
4101,Mirbelia stipitata,,3,,"Kalgoorlie,Geraldton","Nth Sandstone, Nth Laverton",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
6193,Myriophyllum echinatum,,3,,"Blackwood,Swan Coastal","Tutunup, Austin Bay NR, Ruabon, Harvey, Waroona, Busselton",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
48337,Myriophyllum foveicola,,3,,East Kimberley,Harding Range,,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
34877,Najas foveolata,,3,,East Kimberley,"Theda Stn, Doongan Stn., Carson River Stn.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
50569,Netrostylis sp. Blackwood River (A.R. Annels 3043) PN,,3,,"Blackwood,Albany,Donnelly,Frankland","Denmark, Witchcliffe, Green Range,Manjimup, Mullalyup",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
31791,Neurachne annularis,,3,,Kalgoorlie,"Bungalbin Hill, Helena & Aurora Range, Mount Manning Range",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
6980,Nicotiana umbratica,,3,,Karratha,"Newman, Karijini N.P., Marble Bar, Woodstock, Abydos",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
48227,Notisia intonsa,,3,,"Kalgoorlie,Albany,Esperance,Central Wheatbelt","Gibraltar, Boorabbin, Dundas, Ravenshtorpe, North Ironcap, Ora Banda, Lake Cowan, Parker Range",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
6546,Nymphoides beaglensis,,3,,"East Kimberley,West Kimberley","Dampier Peninsular, Beagle Bay, Lake Campion, Yabbagoody Clay Pan",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14016,Olearia arguta var. arguta,,3,,"East Kimberley,West Kimberley","Beverley Springs Stn., Kimbolton, Gibb River Stn.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
20402,Olearia arguta var. glabrous narrow leaves (E.M. Goble-Garratt 610),,3,,"East Kimberley,West Kimberley","Prince Regent River, King Leopold Range",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
14017,Olearia arguta var. lanata,,3,,East Kimberley,"Gibb River Stn., Mtichell Plateau, Berthier Is.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
12638,Olearia mucronata,,3,,"Kalgoorlie,Karratha","Hamersley and Chichester Range area, West Angelas, Paraburdoo, Mt Margaret, Mt Keith, Wiluna",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
8150,Olearia strigosa,,3,,"Blackwood,Bunbury Rhq"," Whicher Scarp, Dunsborough, Manjmup, Tutunup",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
7344,Opercularia acolytantha,,3,,Esperance,Esperance,,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
46713,Orobanche cernua var. australiana,,3,,"Blackwood,Esperance,Moora,Exmouth,Donnelly,Geraldton,Swan Coastal,Central Wheatbelt","Dirk Hartog Is., Augusta, York, Fremantle, Esperance, Gascoyne River, Champion Bay, Busselton, Cottesloe, Northcliffe, Cervantes",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
4517,Owenia acidula,,3,,Karratha,"Mardie Stn, Millstream, Collier Range, Winning Stn., Minilya Stn, Boolathana Stn, Qld, NSW",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
34840,Oxymyrrhine plicata,,3,,"Esperance,Great Southern","Hyden, Lake King, Kulin, Frank Hann N.P.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
50434,Paranotis halfordii,,3,,West Kimberley,"North Broome, King Leopold Ranges, Phillips Range, Dampier Peninsula",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
1541,Patersonia argyrea,,3,,Moora,Mt Lesueur,,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
13564,Pavonia calycina,,3,,"East Kimberley,West Kimberley","buckle Head, glycomis Bay, Bougainville Peninsula, Cape Rulhieres, Cape Bernier, Walcott Inlet.",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
42000,Pentalepis walcottii,,3,,East Kimberley,"Carson River, Vansittart Bay",,Priority 3: Poorly-known species,P3,Priority 3: Poorly-known species - known from several locations,,P3,WA
